Date,Time,Time Zone,Currency,Event,Importance,Actual,Forecast,Previous
Sun Dec 1,01:00,GMT,cny,CNY Manufacturing PMI,Medium,51.4,51.1,51.4
Sun Dec 1,21:45,GMT,nzd,NZD Terms of Trade Index (QoQ),Low,7.5%,2.9%,4.7%
Sun Dec 1,22:30,GMT,AUD,AUD AiG Performance of Manufacturing Index,Medium,47.7,,53.2
Sun Dec 1,23:00,GMT,AUD,AUD RPData/Rismark House Px (MoM),Low,0.1%,,1.3%
Sun Dec 1,23:30,GMT,aud,AUD TD Securities Inflation (MoM),Low,0.2%,,0.1%
Sun Dec 1,23:30,GMT,aud,AUD TD Securities Inflation (YoY),Medium,2.4%,,2.1%
Sun Dec 1,23:50,GMT,jpy,JPY Capital Spending,Medium,1.5%,3.6%,0.0%
Sun Dec 1,23:50,GMT,jpy,JPY Loans & Discounts Corp (YoY),Low,1.99%,,2.00%
Sun Dec 1,23:50,GMT,jpy,JPY Capital Spending excl Software,Low,2.3%,4.5%,1.4%
Sun Dec 1,23:50,GMT,jpy,JPY Company Sales,Low,0.8%,,-0.5%
Sun Dec 1,23:50,GMT,jpy,JPY Company Profits,Low,24.1%,,24.0%
Mon Dec 2,00:01,GMT,gbp,GBP Hometrack Housing Survey (MoM),Low,0.5%,,0.5%
Mon Dec 2,00:01,GMT,gbp,GBP Hometrack Housing Survey (YoY),Low,3.8%,,3.1%
Mon Dec 2,00:30,GMT,aud,AUD Building Approvals (MoM),Low,-1.8%,-5.0%,16.9%
Mon Dec 2,00:30,GMT,aud,AUD Building Approvals (YoY),Low,23.1%,17.0%,22.2%
Mon Dec 2,00:30,GMT,aud,AUD Company Operating Profit (QoQ),Low,3.9%,1.0%,0.4%
Mon Dec 2,00:30,GMT,aud,AUD Inventories,Low,-0.5%,0.0%,0.4%
Mon Dec 2,01:45,GMT,cny,CNY HSBC/Markit Manufacturing PMI,Medium,50.8,50.5,50.9
Mon Dec 2,04:45,GMT,jpy,JPY BoJ Governor Kuroda Speaks in Nagoya,Medium,,,
Mon Dec 2,05:00,GMT,jpy,JPY Vehicle Sales (YoY),Low,13.3%,,17.3%
Mon Dec 2,05:30,GMT,aud,AUD Commodity Index,Low,89.9,,88.6
Mon Dec 2,05:30,GMT,aud,AUD RBA Commodity Index SDR (YoY),Low,-1.9%,,-0.5%
Mon Dec 2,05:54,GMT,cny,CNY Leading Index,Low,99.54,,99.57
Mon Dec 2,08:30,GMT,chf,CHF procure.ch Purchasing Managers Index,Medium,56.5,54.4,54.2
Mon Dec 2,08:45,GMT,eur,EUR Italian Purchasing Manager Index Manufacturing,Low,51.4,50.8,50.7
Mon Dec 2,08:50,GMT,eur,EUR French Purchasing Manager Index Manufacturing,Low,48.4,47.8,47.8
Mon Dec 2,08:55,GMT,eur,EUR German Purchasing Manager Index Manufacturing,Medium,52.7,52.5,52.5
Mon Dec 2,09:00,GMT,eur,EUR Euro-Zone Purchasing Manager Index Manufacturing,Medium,51.6,51.5,51.5
Mon Dec 2,09:30,GMT,gbp,GBP Purchasing Manager Index Manufacturing,Medium,58.4,56.1,56.5
Mon Dec 2,13:30,GMT,USD,USD Fed's Bernanke Greets Students at College Fed Challenge,Low,,,
Mon Dec 2,13:58,GMT,usd,USD Markit US PMI Final,Low,54.7,54.3,54.3
Mon Dec 2,15:00,GMT,usd,USD ISM Manufacturing,High,57.3,55.1,56.4
Mon Dec 2,15:00,GMT,usd,USD Construction Spending (MoM),Medium,-0.3%,0.5%,0.1%
Mon Dec 2,15:00,GMT,usd,USD ISM Prices Paid,Medium,52.5,55.0,55.5
Mon Dec 2,15:00,GMT,USD,USD Sept./Oct. Construction Released Jointly Due to Shutdown,Medium,,,
Mon Dec 2,15:00,GMT,usd,USD Construction Spending (MoM),Medium,0.8%,0.4%,-0.3%
Mon Dec 2,23:50,GMT,jpy,JPY Monetary Base End of period,Low,¥191.6T,,¥189.8T
Mon Dec 2,23:50,GMT,jpy,JPY Monetary Base (YoY),Medium,52.5%,,45.8%
Tue Dec 3,00:00,GMT,nzd,NZD ANZ Commodity Price,Low,-0.4%,,1.4%
Tue Dec 3,00:01,GMT,gbp,GBP BRC Sales Like-For-Like (YoY),Low,0.6%,1.1%,0.8%
Tue Dec 3,00:30,GMT,aud,AUD Current Account Balance (Australian Dollar),Low,-12.7B,-11.5B,-9.4B
Tue Dec 3,00:30,GMT,aud,AUD Net Exports of GDP,Low,0.70,0.35,-0.04
Tue Dec 3,00:30,GMT,aud,AUD Retail Sales s.a. (MoM),Medium,0.5%,0.4%,0.9%
